Year	113 Cause Name	Cause Name	State	Deaths	Age-adjusted Death Rate
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Minnesota	828	15.7
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Mississippi	754	28
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Missouri	1604	26.1
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Montana	193	19.4
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Nebraska	296	14.6
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Nevada	352	22.1
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Hampshire	216	18
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Jersey	1893	21.2
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Mexico	398	24.3
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New York	5085	25.5
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	North Carolina	1780	24.1
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	North Dakota	162	18.9
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Ohio	2401	20.3
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Oklahoma	913	25.5
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Oregon	575	15.5
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Pennsylvania	2735	17.9
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Rhode Island	295	22.8
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	South Carolina	754	20.5
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	South Dakota	188	19.8
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Tennessee	1617	29.5
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Texas	3608	22.2
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	United States	62034	22.2
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Utah	411	27.2
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Vermont	133	20.7
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Virginia	1481	24.1
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Washington	965	17.4
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	West Virginia	483	23
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Wisconsin	1236	20.8
2001	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Wyoming	112	24.5
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Alabama	1218	27.4
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Alaska	51	19.5
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Arizona	1319	25.6
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Arkansas	776	26.4
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	California	8128	27.5
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Colorado	752	21.9
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Connecticut	888	21.5
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Delaware	168	21.4
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	District of Columbia	81	14.5
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Florida	3290	15.1
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Georgia	1791	28.5
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Hawaii	246	18.9
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Idaho	265	21.7
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Illinois	2940	23.7
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Indiana	1360	22.3
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Iowa	942	24.4
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Kansas	698	22.7
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Kentucky	1236	31.5
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Louisiana	956	24
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Maine	317	20.9
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Maryland	1121	23.1
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Massachusetts	2087	28.6
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Michigan	2029	20.6
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Minnesota	900	16.9
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Mississippi	801	29.8
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Missouri	1619	26.2
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Montana	255	25.2
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Nebraska	418	20.6
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Nevada	368	22.5
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Hampshire	237	19.4
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Jersey	1973	21.8
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Mexico	372	22.3
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New York	5368	26.6
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	North Carolina	1898	25.1
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	North Dakota	162	18.7
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Ohio	2487	20.8
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Oklahoma	914	25.5
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Oregon	666	17.7
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Pennsylvania	2957	19.1
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Rhode Island	319	24.4
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	South Carolina	910	24.6
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	South Dakota	240	25.4
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Tennessee	1710	31
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Texas	3673	22.3
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	United States	65681	23.2
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Utah	424	27.4
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Vermont	111	17.1
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Virginia	1480	23.7
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Washington	907	16
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	West Virginia	427	20.3
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Wisconsin	1291	21.4
2002	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Wyoming	135	29.4
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Alabama	1157	25.9
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Alaska	60	21.2
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Arizona	1286	24.2
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Arkansas	921	31.1
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	California	8185	27
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Colorado	810	23
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Connecticut	860	20.5
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Delaware	127	15.8
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	District of Columbia	87	15.6
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Florida	2996	13.6
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Georgia	1687	26.3
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Hawaii	237	17.6
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Idaho	334	26.4
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Illinois	2875	22.9
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Indiana	1365	22.1
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Iowa	1032	26.3
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Kansas	694	22.3
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Kentucky	1033	26.1
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Louisiana	915	22.7
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Maine	327	21.4
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Maryland	1175	23.6
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Massachusetts	2019	27
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Michigan	1941	19.4
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Minnesota	858	15.7
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Mississippi	758	28.1
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Missouri	1604	25.7
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Montana	256	24.8
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Nebraska	435	21.1
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Nevada	410	23.3
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Hampshire	204	16.4
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Jersey	1823	19.8
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Mexico	369	21.6
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New York	5335	26.1
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	North Carolina	1990	25.6
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	North Dakota	189	21.9
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Ohio	2330	19.1
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Oklahoma	949	26.4
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Oregon	632	16.4
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Pennsylvania	3010	19.2
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Rhode Island	267	20
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	South Carolina	907	23.8
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	South Dakota	227	23.2
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Tennessee	1814	32.5
1999	Malignant neoplasms (C00-C97)	Cancer	Iowa	6346	189.1
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Texas	3613	21.4
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	United States	65163	22.6
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Utah	453	28.2
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Vermont	116	17.7
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Virginia	1559	24.2
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Washington	1086	18.8
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	West Virginia	536	25.3
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Wisconsin	1165	19
2003	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Wyoming	145	30.8
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Alabama	994	22.1
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Alaska	42	15.1
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Arizona	1111	20.3
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Arkansas	759	25.5
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	California	7323	23.8
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Colorado	637	17.5
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Connecticut	868	20.3
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Delaware	145	17.4
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	District of Columbia	91	16.5
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Florida	3044	13.5
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Georgia	1547	23.8
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Hawaii	236	16.9
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Idaho	219	17
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Illinois	2779	21.9
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Indiana	1136	18.2
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Iowa	890	22.7
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Kansas	562	17.9
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Kentucky	965	24.1
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Louisiana	913	22.2
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Maine	308	20
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Maryland	1111	21.9
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Massachusetts	1959	26.1
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Michigan	1957	19.2
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Minnesota	750	13.6
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Mississippi	637	23.3
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Missouri	1389	22.1
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Montana	165	15.5
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Nebraska	347	17.3
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Nevada	402	21.5
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Hampshire	271	21
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Jersey	1586	17.1
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Mexico	308	17.7
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New York	5499	26.6
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	North Carolina	1686	21.3
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	North Dakota	148	17
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Ohio	2204	17.9
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Oklahoma	810	22.5
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Oregon	558	14.1
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Pennsylvania	2938	18.6
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Rhode Island	260	19.3
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	South Carolina	770	19.7
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	South Dakota	179	18.2
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Tennessee	1571	27.8
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Texas	3209	18.6
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	United States	59664	20.4
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Utah	384	23.3
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Vermont	86	12.7
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Virginia	1449	22.1
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Washington	738	12.4
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	West Virginia	474	22.2
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Wisconsin	1141	18.4
2004	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Wyoming	109	22.7
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Alabama	1011	22
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Alaska	44	12.7
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Arizona	1297	22.6
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Arkansas	886	29.4
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	California	7553	23.8
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Colorado	666	17.6
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Connecticut	956	21.9
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Delaware	162	18.8
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	District of Columbia	98	17.2
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Florida	2802	12.2
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Georgia	1596	23.5
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Hawaii	241	16.5
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Idaho	289	21.5
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Illinois	2949	23
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Indiana	1317	20.7
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Iowa	896	22.4
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Kansas	730	23.1
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Kentucky	1021	24.9
1999	Malignant neoplasms (C00-C97)	Cancer	Kansas	5334	192.4
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Louisiana	996	24
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Maine	352	22.3
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Maryland	1194	22.8
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Massachusetts	1935	25.5
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Michigan	1950	18.9
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Minnesota	846	15.1
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Mississippi	645	23.5
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Missouri	1527	24
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Montana	213	19.5
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Nebraska	370	17.7
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Nevada	454	23.1
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Hampshire	273	20.8
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Jersey	1637	17.3
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Mexico	353	19.4
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New York	5521	26.3
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	North Carolina	1830	22.5
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	North Dakota	172	19.5
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Ohio	2416	19.4
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Oklahoma	948	26.1
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Oregon	614	15.2
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Pennsylvania	3068	19.2
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Rhode Island	253	18.5
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	South Carolina	771	19.2
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	South Dakota	241	24.2
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Tennessee	1588	27.5
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Texas	3654	20.5
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	United States	63001	21
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Utah	333	19.5
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Vermont	97	14.4
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Virginia	1464	21.6
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Washington	927	15.2
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	West Virginia	458	21.2
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Wisconsin	1268	19.9
2005	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Wyoming	119	24.5
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Alabama	918	19.5
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Alaska	49	14
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Arizona	1166	19.6
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Arkansas	772	25.1
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	California	7338	22.7
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Colorado	614	15.6
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Connecticut	800	18.2
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Delaware	138	15.6
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	District of Columbia	76	13.7
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Florida	2454	10.5
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Georgia	1463	20.8
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Hawaii	257	17.2
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Idaho	225	16.2
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Illinois	2668	20.6
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Indiana	1129	17.4
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Iowa	770	19.3
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Kansas	647	20
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Kentucky	927	22.1
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Louisiana	833	20.6
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Maine	269	16.8
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Maryland	1082	20.1
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Massachusetts	1750	22.8
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Michigan	1679	15.9
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Minnesota	630	11
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Mississippi	621	22.3
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Missouri	1285	19.9
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Montana	169	15.2
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Nebraska	345	16.3
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Nevada	426	20.6
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Hampshire	212	15.4
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Jersey	1315	13.7
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New Mexico	353	18.9
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	New York	4892	23
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	North Carolina	1705	20.1
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	North Dakota	138	15.3
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Ohio	1947	15.3
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Oklahoma	879	23.6
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Oregon	522	12.6
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Pennsylvania	2716	16.5
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Rhode Island	268	19.6
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	South Carolina	724	17.3
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	South Dakota	173	17
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Tennessee	1535	25.7
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Texas	3342	18.2
1999	Malignant neoplasms (C00-C97)	Cancer	Kentucky	8925	224.2
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	United States	56326	18.4
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Utah	343	19.2
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Vermont	77	10.9
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Virginia	1281	18.4
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Washington	814	12.9
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	West Virginia	459	21.1
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Wisconsin	1014	15.8
2006	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Wyoming	117	23.5
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Alabama	898	18.8
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Alaska	48	13.7
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Arizona	905	14.8
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Arkansas	734	23.5
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	California	6546	19.7
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Colorado	592	14.5
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Connecticut	776	17.2
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Delaware	117	12.7
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	District of Columbia	82	14.3
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Florida	2246	9.4
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Georgia	1407	19.4
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Hawaii	199	12.7
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Idaho	228	15.7
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Illinois	2550	19.3
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Indiana	1098	16.5
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Iowa	749	18.5
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Kansas	665	20.3
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Kentucky	897	21
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Louisiana	870	21.1
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Maine	236	14.2
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Maryland	994	18
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Massachusetts	1538	19.7
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Michigan	1637	15.1
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Minnesota	603	10.4
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Mississippi	554	19.7
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Missouri	1289	19.6
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Montana	183	16.1
2007	Influenza and pneumonia (J09-J18)	Influenza and pneumonia	Nebraska	331	15.5
